Holiday,Temperature,Rainfall_last_hour,Snowfall_last_hour,Cloud_Cover,Weather,Weather_Desc,TimeStamp,Date,Traffic_Vol
0.0,295.63,0.0,0.0,2,Clear skies,Clear skies,03-10-2015 16:00,2015-10-03,8399.82
0.0,293.76,0.0,0.0,20,Cloudy skies,Scattered clouds,03-10-2015 18:00,2015-10-03,6436.82
0.0,290.95,0.0,0.0,20,Cloudy skies,Scattered clouds,03-10-2015 19:00,2015-10-03,5091.32
0.0,289.19,0.0,0.0,20,Cloudy skies,Scattered clouds,03-10-2015 20:00,2015-10-03,4198.22
0.0,287.8,0.0,0.0,1,Clear skies,Clear skies,03-10-2015 21:00,2015-10-03,3848.52
0.0,286.75,0.0,0.0,1,Clear skies,Clear skies,03-10-2015 22:00,2015-10-03,2735.72
0.0,285.46,0.0,0.0,1,Clear skies,Clear skies,03-10-2015 23:00,2015-10-03,1738.62
0.0,285.25,0.0,0.0,2,Clear skies,Clear skies,04-10-2015 0:00,2015-10-04,1197.82
0.0,284.07,0.0,0.0,1,Clear skies,Clear skies,04-10-2015 1:00,2015-10-04,905.32
0.0,283.67,0.0,0.0,1,Clear skies,Clear skies,04-10-2015 2:00,2015-10-04,824.72
0.0,282.84,0.0,0.0,1,Clear skies,Clear skies,04-10-2015 3:00,2015-10-04,901.42
0.0,281.89,0.0,0.0,1,Clear skies,Clear skies,04-10-2015 4:00,2015-10-04,1513.72
0.0,281.52,0.0,0.0,1,Clear skies,Clear skies,04-10-2015 5:00,2015-10-04,3966.82
0.0,281.64,0.0,0.0,1,Clear skies,Clear skies,04-10-2015 6:00,2015-10-04,7821.32
0.0,280.87,0.0,0.0,2,Clear skies,Clear skies,04-10-2015 7:00,2015-10-04,9516.52
0.0,282.26,0.0,0.0,1,Clear skies,Clear skies,04-10-2015 8:00,2015-10-04,8203.52
0.0,285.78,0.0,0.0,1,Clear skies,Clear skies,04-10-2015 9:00,2015-10-04,7323.42
0.0,289.38,0.0,0.0,1,Clear skies,Clear skies,04-10-2015 10:00,2015-10-04,6405.62
0.0,292.55,0.0,0.0,1,Clear skies,Clear skies,04-10-2015 11:00,2015-10-04,6768.32
0.0,295.97,0.0,0.0,1,Clear skies,Clear skies,04-10-2015 12:00,2015-10-04,7064.72
0.0,296.78,0.0,0.0,1,Clear skies,Clear skies,04-10-2015 13:00,2015-10-04,7160.92
0.0,297.62,0.0,0.0,2,Clear skies,Clear skies,04-10-2015 14:00,2015-10-04,7573.02
0.0,298.37,0.0,0.0,2,Clear skies,Clear skies,04-10-2015 15:00,2015-10-04,7847.32
0.0,298.26,0.0,0.0,21,Cloudy skies,Scattered clouds,04-10-2015 16:00,2015-10-04,8605.22
0.0,298.17,0.0,0.0,20,Cloudy skies,Scattered clouds,04-10-2015 17:00,2015-10-04,8297.12
0.0,296.76,0.0,0.0,40,Cloudy skies,Partly cloudy skies,04-10-2015 18:00,2015-10-04,6803.42
0.0,294.85,0.0,0.0,40,Cloudy skies,Partly cloudy skies,04-10-2015 19:00,2015-10-04,4978.22
0.0,292.73,0.0,0.0,41,Cloudy skies,Partly cloudy skies,04-10-2015 20:00,2015-10-04,4367.22
0.0,292.67,0.0,0.0,75,Cloudy skies,Fragmented clouds,04-10-2015 21:00,2015-10-04,4090.32
0.0,292.26,0.0,0.0,75,Cloudy skies,Fragmented clouds,04-10-2015 22:00,2015-10-04,3010.02
0.0,291.72,0.0,0.0,75,Cloudy skies,Fragmented clouds,04-10-2015 23:00,2015-10-04,1945.32
0.0,290.73,0.0,0.0,75,Cloudy skies,Fragmented clouds,05-10-2015 0:00,2015-10-05,1245.92
0.0,291.06,0.0,0.0,40,Cloudy skies,Partly cloudy skies,05-10-2015 1:00,2015-10-05,926.12
0.0,289.56,0.0,0.0,0,Clear skies,Clear skies,05-10-2015 3:00,2015-10-05,901.42
0.0,283.71,0.0,0.0,76,Cloudy skies,Fragmented clouds,05-10-2015 5:00,2015-10-05,3654.82
0.0,282.34,0.0,0.0,90,Cloudy skies,Full cloud cover,05-10-2015 6:00,2015-10-05,7622.42
0.0,281.89,0.0,0.0,90,Cloudy skies,Full cloud cover,05-10-2015 7:00,2015-10-05,9039.42
0.0,281.17,0.0,0.0,91,Cloudy skies,Full cloud cover,05-10-2015 8:00,2015-10-05,7621.12
0.0,280.52,0.0,0.0,75,Cloudy skies,Fragmented clouds,05-10-2015 9:00,2015-10-05,7449.52
0.0,280.21,0.0,0.0,76,Cloudy skies,Fragmented clouds,05-10-2015 10:00,2015-10-05,6625.32
0.0,280.9,0.0,0.0,90,Cloudy skies,Full cloud cover,05-10-2015 11:00,2015-10-05,7206.42
0.0,281.53,0.0,0.0,91,Cloudy skies,Full cloud cover,05-10-2015 12:00,2015-10-05,8060.52
0.0,282.03,0.0,0.0,75,Cloudy skies,Fragmented clouds,05-10-2015 13:00,2015-10-05,8181.42
0.0,282.18,0.0,0.0,90,Cloudy skies,Full cloud cover,05-10-2015 14:00,2015-10-05,8368.62
0.0,282.41,0.0,0.0,90,Cloudy skies,Full cloud cover,05-10-2015 15:00,2015-10-05,8394.62
0.0,281.93,0.0,0.0,91,Cloudy skies,Full cloud cover,05-10-2015 16:00,2015-10-05,8320.52
0.0,281.52,0.0,0.0,90,Cloudy skies,Full cloud cover,05-10-2015 17:00,2015-10-05,8440.12
0.0,281.87,0.0,0.0,90,Cloudy skies,Full cloud cover,05-10-2015 18:00,2015-10-05,7427.42
0.0,280.35,0.0,0.0,91,Cloudy skies,Full cloud cover,05-10-2015 19:00,2015-10-05,5703.62
0.0,280.08,0.0,0.0,91,Cloudy skies,Full cloud cover,05-10-2015 20:00,2015-10-05,4804.02
0.0,279.85,0.0,0.0,75,Cloudy skies,Fragmented clouds,05-10-2015 21:00,2015-10-05,4290.52
0.0,279.42,0.0,0.0,40,Cloudy skies,Partly cloudy skies,05-10-2015 22:00,2015-10-05,3609.32
0.0,279.56,0.0,0.0,40,Cloudy skies,Partly cloudy skies,05-10-2015 23:00,2015-10-05,2807.22
0.0,279.11,0.0,0.0,90,Cloudy skies,Full cloud cover,06-10-2015 0:00,2015-10-06,2031.12
0.0,279.05,0.0,0.0,90,Cloudy skies,Full cloud cover,06-10-2015 1:00,2015-10-06,1356.42
0.0,278.69,0.0,0.0,90,Cloudy skies,Full cloud cover,06-10-2015 2:00,2015-10-06,1131.52
0.0,277.89,0.0,0.0,76,Cloudy skies,Fragmented clouds,06-10-2015 4:00,2015-10-06,956.02
0.0,276.65,0.0,0.0,20,Cloudy skies,Scattered clouds,06-10-2015 5:00,2015-10-06,1313.52
0.0,276.0,0.0,0.0,2,Clear skies,Clear skies,06-10-2015 6:00,2015-10-06,2187.12
0.0,275.87,0.0,0.0,1,Clear skies,Clear skies,06-10-2015 7:00,2015-10-06,3120.52
0.0,275.59,0.0,0.0,2,Clear skies,Clear skies,06-10-2015 8:00,2015-10-06,4763.72
0.0,275.49,0.0,0.0,41,Cloudy skies,Partly cloudy skies,06-10-2015 9:00,2015-10-06,5955.82
0.0,277.38,0.0,0.0,20,Cloudy skies,Scattered clouds,06-10-2015 10:00,2015-10-06,6743.62
0.0,278.84,0.0,0.0,20,Cloudy skies,Scattered clouds,06-10-2015 11:00,2015-10-06,7172.62
0.0,279.98,0.0,0.0,41,Cloudy skies,Partly cloudy skies,06-10-2015 12:00,2015-10-06,7794.02
0.0,280.82,0.0,0.0,75,Cloudy skies,Fragmented clouds,06-10-2015 13:00,2015-10-06,7016.62
0.0,281.05,0.0,0.0,75,Cloudy skies,Fragmented clouds,06-10-2015 14:00,2015-10-06,6958.12
0.0,280.4,0.0,0.0,75,Cloudy skies,Fragmented clouds,06-10-2015 15:00,2015-10-06,7119.32
0.0,279.66,0.0,0.0,91,Cloudy skies,Full cloud cover,06-10-2015 16:00,2015-10-06,6960.72
0.0,279.61,0.0,0.0,90,Cloudy skies,Full cloud cover,06-10-2015 17:00,2015-10-06,6633.12
0.0,279.09,0.0,0.0,90,Cloudy skies,Full cloud cover,06-10-2015 18:00,2015-10-06,6101.42
0.0,278.46,0.0,0.0,90,Cloudy skies,Full cloud cover,06-10-2015 19:00,2015-10-06,5447.52
0.0,279.16,0.0,0.0,91,Cloudy skies,Full cloud cover,06-10-2015 20:00,2015-10-06,4531.02
0.0,278.13,0.0,0.0,90,Cloudy skies,Full cloud cover,06-10-2015 21:00,2015-10-06,4316.52
0.0,277.3,0.0,0.0,90,Cloudy skies,Full cloud cover,06-10-2015 22:00,2015-10-06,4583.02
0.0,276.74,0.0,0.0,75,Cloudy skies,Fragmented clouds,06-10-2015 23:00,2015-10-06,2950.22
0.0,277.11,0.0,0.0,75,Cloudy skies,Fragmented clouds,07-10-2015 0:00,2015-10-07,2023.32
0.0,276.03,0.0,0.0,90,Cloudy skies,Full cloud cover,07-10-2015 3:00,2015-10-07,840.32
0.0,276.05,0.0,0.0,90,Cloudy skies,Full cloud cover,07-10-2015 4:00,2015-10-07,831.22
0.0,275.81,0.0,0.0,75,Cloudy skies,Fragmented clouds,07-10-2015 5:00,2015-10-07,1245.92
0.0,275.15,0.0,0.0,90,Cloudy skies,Full cloud cover,07-10-2015 6:00,2015-10-07,2388.62
0.0,275.27,0.0,0.0,91,Cloudy skies,Full cloud cover,07-10-2015 7:00,2015-10-07,2423.72
0.0,275.77,0.0,0.0,75,Cloudy skies,Fragmented clouds,07-10-2015 8:00,2015-10-07,3327.22
0.0,275.95,0.0,0.0,75,Cloudy skies,Fragmented clouds,07-10-2015 9:00,2015-10-07,6367.92
0.0,277.14,0.0,0.0,75,Cloudy skies,Fragmented clouds,07-10-2015 10:00,2015-10-07,6442.02
0.0,277.41,0.0,0.0,91,Cloudy skies,Full cloud cover,07-10-2015 11:00,2015-10-07,6318.52
0.0,277.53,0.0,0.0,90,Cloudy skies,Full cloud cover,07-10-2015 12:00,2015-10-07,7107.62
0.0,278.65,0.0,0.0,90,Cloudy skies,Full cloud cover,07-10-2015 13:00,2015-10-07,9055.02
0.0,279.57,0.0,0.0,90,Cloudy skies,Full cloud cover,07-10-2015 14:00,2015-10-07,8990.02
0.0,279.57,0.0,0.0,90,Cloudy skies,Full cloud cover,07-10-2015 15:00,2015-10-07,6184.62
0.0,279.64,0.0,0.0,90,Cloudy skies,Full cloud cover,07-10-2015 16:00,2015-10-07,6052.02
0.0,280.22,0.0,0.0,91,Cloudy skies,Full cloud cover,07-10-2015 17:00,2015-10-07,5413.72
0.0,279.37,0.0,0.0,91,Cloudy skies,Full cloud cover,07-10-2015 18:00,2015-10-07,5642.52
0.0,278.81,0.0,0.0,90,Cloudy skies,Full cloud cover,07-10-2015 19:00,2015-10-07,4819.62
0.0,277.69,0.0,0.0,76,Cloudy skies,Fragmented clouds,07-10-2015 20:00,2015-10-07,4078.62
0.0,275.93,0.0,0.0,90,Cloudy skies,Full cloud cover,07-10-2015 21:00,2015-10-07,3172.52
0.0,275.58,0.0,0.0,75,Cloudy skies,Fragmented clouds,07-10-2015 22:00,2015-10-07,2441.92
0.0,274.82,0.0,0.0,21,Cloudy skies,Scattered clouds,07-10-2015 23:00,2015-10-07,1673.62
1.0,274.08,0.0,0.0,20,Cloudy skies,Scattered clouds,08-10-2015 0:00,2015-10-08,1018.42
1.0,273.62,0.0,0.0,20,Cloudy skies,Scattered clouds,08-10-2015 1:00,2015-10-08,859.82
1.0,272.68,0.0,0.0,1,Clear skies,Clear skies,08-10-2015 2:00,2015-10-08,763.62
1.0,271.65,0.0,0.0,2,Clear skies,Clear skies,08-10-2015 3:00,2015-10-08,828.62
1.0,271.53,0.0,0.0,1,Clear skies,Clear skies,08-10-2015 4:00,2015-10-08,1442.22
1.0,270.53,0.0,0.0,1,Clear skies,Clear skies,08-10-2015 5:00,2015-10-08,3762.72
1.0,270.61,0.0,0.0,20,Cloudy skies,Scattered clouds,08-10-2015 6:00,2015-10-08,7662.72
1.0,270.11,0.0,0.0,20,Cloudy skies,Scattered clouds,08-10-2015 7:00,2015-10-08,9105.72
1.0,271.93,0.0,0.0,20,Cloudy skies,Scattered clouds,08-10-2015 8:00,2015-10-08,8178.82
1.0,274.21,0.0,0.0,21,Cloudy skies,Scattered clouds,08-10-2015 9:00,2015-10-08,6705.92
1.0,276.97,0.0,0.0,20,Cloudy skies,Scattered clouds,08-10-2015 10:00,2015-10-08,6144.32
1.0,280.27,0.0,0.0,20,Cloudy skies,Scattered clouds,08-10-2015 11:00,2015-10-08,6163.82
1.0,280.14,0.0,0.0,1,Clear skies,Clear skies,08-10-2015 12:00,2015-10-08,6466.72
1.0,282.94,0.0,0.0,40,Cloudy skies,Partly cloudy skies,08-10-2015 13:00,2015-10-08,6410.82
1.0,283.14,0.0,0.0,40,Cloudy skies,Partly cloudy skies,08-10-2015 14:00,2015-10-08,7084.22
1.0,283.88,0.0,0.0,1,Clear skies,Clear skies,08-10-2015 15:00,2015-10-08,7573.02
1.0,284.73,0.0,0.0,1,Clear skies,Clear skies,08-10-2015 16:00,2015-10-08,8199.62
1.0,285.28,0.0,0.0,40,Cloudy skies,Partly cloudy skies,08-10-2015 17:00,2015-10-08,7788.82
1.0,285.03,0.0,0.0,40,Cloudy skies,Partly cloudy skies,08-10-2015 18:00,2015-10-08,5959.72
1.0,282.99,0.0,0.0,20,Cloudy skies,Scattered clouds,08-10-2015 19:00,2015-10-08,4417.92
1.0,280.81,0.0,0.0,2,Clear skies,Clear skies,08-10-2015 20:00,2015-10-08,3515.72
1.0,279.45,0.0,0.0,2,Clear skies,Clear skies,08-10-2015 21:00,2015-10-08,3063.32
1.0,279.0,0.0,0.0,1,Clear skies,Clear skies,08-10-2015 22:00,2015-10-08,2244.32
1.0,279.26,0.0,0.0,2,Clear skies,Clear skies,08-10-2015 23:00,2015-10-08,1613.82
0.0,278.48,0.0,0.0,2,Clear skies,Clear skies,09-10-2015 0:00,2015-10-09,1100.32
0.0,277.87,0.0,0.0,1,Clear skies,Clear skies,09-10-2015 1:00,2015-10-09,818.22
0.0,278.47,0.0,0.0,1,Clear skies,Clear skies,09-10-2015 2:00,2015-10-09,746.72
0.0,277.37,0.0,0.0,21,Cloudy skies,Scattered clouds,09-10-2015 4:00,2015-10-09,1461.72
0.0,277.52,0.0,0.0,40,Cloudy skies,Partly cloudy skies,09-10-2015 5:00,2015-10-09,3904.42
0.0,277.5,0.0,0.0,41,Cloudy skies,Partly cloudy skies,09-10-2015 6:00,2015-10-09,7873.32
0.0,278.31,0.0,0.0,75,Cloudy skies,Fragmented clouds,09-10-2015 7:00,2015-10-09,8813.22
0.0,279.08,0.0,0.0,90,Cloudy skies,Full cloud cover,09-10-2015 8:00,2015-10-09,7914.92
0.0,279.85,0.0,0.0,91,Cloudy skies,Full cloud cover,09-10-2015 9:00,2015-10-09,7706.92
0.0,281.47,0.0,0.0,91,Cloudy skies,Full cloud cover,09-10-2015 10:00,2015-10-09,6322.42
0.0,283.21,0.0,0.0,90,Cloudy skies,Full cloud cover,09-10-2015 11:00,2015-10-09,6523.92
0.0,284.78,0.0,0.0,76,Cloudy skies,Fragmented clouds,09-10-2015 12:00,2015-10-09,7012.72
0.0,285.74,0.0,0.0,76,Cloudy skies,Fragmented clouds,09-10-2015 13:00,2015-10-09,6958.12
0.0,286.65,0.0,0.0,91,Cloudy skies,Full cloud cover,09-10-2015 14:00,2015-10-09,7313.02
0.0,287.93,0.0,0.0,100,Rainfall,Soft rain,09-10-2015 15:00,2015-10-09,7930.52
0.0,289.03,0.0,0.0,90,Cloudy skies,Full cloud cover,09-10-2015 16:00,2015-10-09,8681.92
0.0,290.87,0.0,0.0,90,Cloudy skies,Full cloud cover,09-10-2015 17:00,2015-10-09,8392.02
0.0,290.23,0.0,0.0,90,Cloudy skies,Full cloud cover,09-10-2015 18:00,2015-10-09,6226.22
0.0,289.46,0.0,0.0,75,Cloudy skies,Fragmented clouds,09-10-2015 19:00,2015-10-09,4871.62
0.0,287.96,0.0,0.0,90,Cloudy skies,Full cloud cover,09-10-2015 20:00,2015-10-09,4031.82
0.0,286.11,0.0,0.0,91,Cloudy skies,Full cloud cover,09-10-2015 21:00,2015-10-09,3419.52
0.0,283.56,0.0,0.0,90,Cloudy skies,Full cloud cover,09-10-2015 22:00,2015-10-09,2825.42
0.0,283.45,0.0,0.0,90,Cloudy skies,Full cloud cover,09-10-2015 23:00,2015-10-09,1659.32
0.0,282.08,0.0,0.0,90,Cloudy skies,Full cloud cover,10-10-2015 0:00,2015-10-10,1063.92
0.0,282.28,0.0,0.0,91,Cloudy skies,Full cloud cover,10-10-2015 1:00,2015-10-10,859.82
0.0,281.39,0.0,0.0,75,Cloudy skies,Fragmented clouds,10-10-2015 2:00,2015-10-10,762.32
0.0,282.17,0.0,0.0,90,Cloudy skies,Full cloud cover,10-10-2015 3:00,2015-10-10,894.92
0.0,281.65,0.0,0.0,92,Clear skies,Clear skies,10-10-2015 6:00,2015-10-10,8056.62
0.0,281.65,0.0,0.0,99,Rainfall,Soft rain,10-10-2015 7:00,2015-10-10,9259.12
0.0,281.1,0.0,0.0,99,Rainfall,Soft rain,10-10-2015 8:00,2015-10-10,8594.82
0.0,279.71,0.0,0.0,99,Rainfall,Soft rain,10-10-2015 9:00,2015-10-10,7808.32
0.0,280.17,0.0,0.0,99,Clear skies,Clear skies,10-10-2015 10:00,2015-10-10,6447.22
0.0,280.99,0.0,0.0,2,Clear skies,Clear skies,10-10-2015 11:00,2015-10-10,6780.02
0.0,282.49,0.0,0.0,76,Cloudy skies,Fragmented clouds,10-10-2015 12:00,2015-10-10,6964.62
0.0,283.16,0.0,0.0,75,Cloudy skies,Fragmented clouds,10-10-2015 13:00,2015-10-10,7015.32
0.0,282.65,0.0,0.0,90,Cloudy skies,Full cloud cover,10-10-2015 14:00,2015-10-10,7220.72
0.0,282.29,0.0,0.0,90,Cloudy skies,Full cloud cover,10-10-2015 15:00,2015-10-10,7722.52
0.0,282.03,0.0,0.0,82,Clear skies,Clear skies,10-10-2015 16:00,2015-10-10,8602.62
0.0,283.3,0.0,0.0,81,Clear skies,Clear skies,10-10-2015 18:00,2015-10-10,6633.12
0.0,282.7,0.0,0.0,81,Clear skies,Clear skies,10-10-2015 19:00,2015-10-10,4770.22
0.0,282.7,0.0,0.0,81,Clear skies,Clear skies,10-10-2015 20:00,2015-10-10,4338.62
0.0,283.6,0.0,0.0,81,Clear skies,Clear skies,10-10-2015 21:00,2015-10-10,3808.22
0.0,283.6,0.0,0.0,81,Clear skies,Clear skies,10-10-2015 22:00,2015-10-10,2913.82
0.0,282.7,0.0,0.0,82,Clear skies,Clear skies,10-10-2015 23:00,2015-10-10,1771.12
0.0,274.2,0.0,0.0,1,Clear skies,Clear skies,11-10-2015 1:00,2015-10-11,872.82
0.0,275.0,0.0,0.0,76,Cloudy skies,Fragmented clouds,11-10-2015 3:00,2015-10-11,884.52
0.0,274.95,0.0,0.0,76,Cloudy skies,Fragmented clouds,11-10-2015 4:00,2015-10-11,1524.12
0.0,274.11,0.0,0.0,40,Cloudy skies,Partly cloudy skies,11-10-2015 5:00,2015-10-11,4052.62
0.0,273.56,0.0,0.0,1,Clear skies,Clear skies,11-10-2015 6:00,2015-10-11,7973.42
0.0,273.65,0.0,0.0,2,Clear skies,Clear skies,11-10-2015 7:00,2015-10-11,9266.92
0.0,272.72,0.0,0.0,2,Clear skies,Clear skies,11-10-2015 8:00,2015-10-11,8622.12
0.0,276.19,0.0,0.0,20,Cloudy skies,Scattered clouds,11-10-2015 9:00,2015-10-11,7309.12
0.0,275.64,0.0,0.0,2,Clear skies,Clear skies,11-10-2015 10:00,2015-10-11,6448.52
0.0,284.2,0.0,0.0,51,Clear skies,Clear skies,11-10-2015 14:00,2015-10-11,7643.22
0.0,284.8,0.0,0.0,50,Clear skies,Clear skies,11-10-2015 15:00,2015-10-11,7986.42
0.0,283.98,0.0,0.0,75,Cloudy skies,Fragmented clouds,11-10-2015 16:00,2015-10-11,8574.02
0.0,283.62,0.0,0.0,75,Cloudy skies,Fragmented clouds,11-10-2015 17:00,2015-10-11,8151.52
0.0,284.32,0.0,0.0,90,Cloudy skies,Full cloud cover,11-10-2015 18:00,2015-10-11,6860.62
0.0,282.26,0.0,0.0,90,Cloudy skies,Full cloud cover,11-10-2015 19:00,2015-10-11,4984.72
0.0,282.15,0.0,0.0,90,Cloudy skies,Full cloud cover,11-10-2015 20:00,2015-10-11,4377.62
0.0,282.01,0.0,0.0,90,Cloudy skies,Full cloud cover,11-10-2015 21:00,2015-10-11,3908.32
0.0,282.46,0.0,0.0,90,Cloudy skies,Full cloud cover,11-10-2015 22:00,2015-10-11,3141.32
0.0,283.43,0.0,0.0,90,Cloudy skies,Full cloud cover,11-10-2015 23:00,2015-10-11,2094.82
0.0,284.81,0.0,0.0,90,Cloudy skies,Full cloud cover,12-10-2015 0:00,2015-10-12,1244.62
0.0,284.84,0.0,0.0,91,Cloudy skies,Full cloud cover,12-10-2015 1:00,2015-10-12,963.82
0.0,285.11,0.0,0.0,90,Cloudy skies,Full cloud cover,12-10-2015 2:00,2015-10-12,855.92
0.0,283.98,0.0,0.0,72,Light rain,Mild drizzle,12-10-2015 3:00,2015-10-12,911.82
0.0,283.16,0.0,0.0,72,Rainfall,Soft rain,12-10-2015 4:00,2015-10-12,1382.42
0.0,281.17,0.0,0.0,72,Light rain,Mild drizzle,12-10-2015 5:00,2015-10-12,3757.52
0.0,278.83,0.0,0.0,75,Cloudy skies,Fragmented clouds,12-10-2015 6:00,2015-10-12,7682.22
0.0,278.34,0.0,0.0,76,Cloudy skies,Fragmented clouds,12-10-2015 7:00,2015-10-12,9515.22
0.0,278.7,0.0,0.0,90,Cloudy skies,Full cloud cover,12-10-2015 8:00,2015-10-12,8042.32
0.0,278.28,0.0,0.0,91,Cloudy skies,Full cloud cover,12-10-2015 9:00,2015-10-12,7220.72
0.0,279.79,0.0,0.0,75,Cloudy skies,Fragmented clouds,12-10-2015 10:00,2015-10-12,6746.22
0.0,280.55,0.0,0.0,75,Cloudy skies,Fragmented clouds,12-10-2015 11:00,2015-10-12,7115.42
0.0,281.35,0.0,0.0,40,Cloudy skies,Partly cloudy skies,12-10-2015 12:00,2015-10-12,7605.52
0.0,282.34,0.0,0.0,40,Cloudy skies,Partly cloudy skies,12-10-2015 13:00,2015-10-12,7417.02
0.0,281.94,0.0,0.0,75,Cloudy skies,Fragmented clouds,12-10-2015 14:00,2015-10-12,7912.32
0.0,282.55,0.0,0.0,76,Cloudy skies,Fragmented clouds,12-10-2015 15:00,2015-10-12,8074.82
0.0,282.3,0.0,0.0,76,Cloudy skies,Fragmented clouds,12-10-2015 16:00,2015-10-12,8297.12
0.0,281.74,0.0,0.0,41,Cloudy skies,Partly cloudy skies,12-10-2015 17:00,2015-10-12,8263.32
0.0,280.71,0.0,0.0,20,Cloudy skies,Scattered clouds,12-10-2015 18:00,2015-10-12,7263.62
0.0,283.1,0.0,0.0,56,Clear skies,Clear skies,12-10-2015 23:00,2015-10-12,2895.62
0.0,272.68,0.0,0.0,1,Clear skies,Clear skies,13-10-2015 00:00,2015-10-13,2159.82
0.0,272.76,0.0,0.0,1,Clear skies,Clear skies,13-10-2015 01:00,2015-10-13,1424.02
0.0,271.99,0.0,0.0,1,Clear skies,Clear skies,13-10-2015 02:00,2015-10-13,1166.62
0.0,271.29,0.0,0.0,21,Cloudy skies,Scattered clouds,13-10-2015 03:00,2015-10-13,962.52
0.0,270.28,0.0,0.0,1,Clear skies,Clear skies,13-10-2015 04:00,2015-10-13,941.72
0.0,269.37,0.0,0.0,1,Clear skies,Clear skies,13-10-2015 05:00,2015-10-13,1381.12
0.0,269.71,0.0,0.0,1,Clear skies,Clear skies,13-10-2015 06:00,2015-10-13,2270.32
0.0,269.18,0.0,0.0,75,Cloudy skies,Fragmented clouds,13-10-2015 07:00,2015-10-13,3309.02
0.0,269.43,0.0,0.0,40,Cloudy skies,Partly cloudy skies,13-10-2015 08:00,2015-10-13,4952.22
0.0,273.31,0.0,0.0,40,Cloudy skies,Partly cloudy skies,13-10-2015 09:00,2015-10-13,6328.92
0.0,277.18,0.0,0.0,21,Cloudy skies,Scattered clouds,13-10-2015 10:00,2015-10-13,6374.42
0.0,279.72,0.0,0.0,1,Clear skies,Clear skies,13-10-2015 11:00,2015-10-13,6192.42
0.0,281.35,0.0,0.0,1,Clear skies,Clear skies,13-10-2015 12:00,2015-10-13,6439.42
0.0,282.11,0.0,0.0,1,Clear skies,Clear skies,13-10-2015 13:00,2015-10-13,6201.52
0.0,283.95,0.0,0.0,1,Clear skies,Clear skies,13-10-2015 14:00,2015-10-13,6270.42
