Holiday,Temperature,Rainfall_last_hour,Snowfall_last_hour,Cloud_Cover,Weather,Weather_Desc,TimeStamp,Date,Traffic_Vol
0.0,301.521,0.0,0.0,12,Cloudy skies,Scattered clouds,24-06-2018 15:00,2018-06-24,8000.72
0.0,302.021,0.0,0.0,12,Cloudy skies,Scattered clouds,24-06-2018 16:00,2018-06-24,8730.02
0.0,298.71,0.0,0.0,92,Rainfall,Soft rain,24-06-2018 18:00,2018-06-24,6484.92
0.0,298.11,0.0,0.0,92,Rainfall,Soft rain,24-06-2018 19:00,2018-06-24,4818.32
0.0,298.51,0.0,0.0,92,Rainfall,Soft rain,24-06-2018 20:00,2018-06-24,4367.22
0.0,292.096,0.0,0.0,92,Rainfall,Steady rain,24-06-2018 21:00,2018-06-24,4228.12
0.0,292.096,0.0,0.0,92,Rainfall,Steady rain,24-06-2018 22:00,2018-06-24,3179.02
0.0,292.096,0.0,0.0,92,Rainfall,Steady rain,24-06-2018 23:00,2018-06-24,1997.32
0.0,291.916,0.0,0.0,88,Rainfall,Soft rain,25-06-2018 00:00,2018-06-25,1420.12
0.0,291.816,0.0,0.0,88,Rainfall,Soft rain,25-06-2018 02:00,2018-06-25,853.32
0.0,291.393,0.0,0.0,88,Rainfall,Soft rain,25-06-2018 03:00,2018-06-25,878.02
0.0,300.04,0.0,0.0,1,Clear skies,Clear skies,25-06-2018 13:00,2018-06-25,7080.32
0.0,300.23,0.0,0.0,75,Cloudy skies,Fragmented clouds,25-06-2018 14:00,2018-06-25,7263.62
0.0,300.4,0.0,0.0,40,Cloudy skies,Partly cloudy skies,25-06-2018 15:00,2018-06-25,8380.32
0.0,300.8,0.0,0.0,41,Cloudy skies,Partly cloudy skies,25-06-2018 16:00,2018-06-25,8590.92
0.0,300.52,0.0,0.0,75,Cloudy skies,Fragmented clouds,25-06-2018 17:00,2018-06-25,8224.32
0.0,298.92,0.0,0.0,1,Clear skies,Clear skies,25-06-2018 19:00,2018-06-25,5416.32
0.0,297.96,0.0,0.0,1,Clear skies,Clear skies,25-06-2018 20:00,2018-06-25,4596.02
0.0,295.95,0.0,0.0,2,Clear skies,Clear skies,25-06-2018 21:00,2018-06-25,4567.42
0.0,293.56,0.0,0.0,1,Clear skies,Clear skies,25-06-2018 22:00,2018-06-25,3630.12
0.0,292.71,0.0,0.0,1,Clear skies,Clear skies,25-06-2018 23:00,2018-06-25,2388.62
0.0,291.8,0.0,0.0,1,Clear skies,Clear skies,26-06-2018 00:00,2018-06-26,1543.62
0.0,290.74,0.0,0.0,1,Clear skies,Clear skies,26-06-2018 01:00,2018-06-26,1066.52
0.0,291.35,0.0,0.0,2,Clear skies,Clear skies,26-06-2018 02:00,2018-06-26,924.82
0.0,290.53,0.0,0.0,1,Clear skies,Clear skies,26-06-2018 04:00,2018-06-26,1548.82
0.0,290.12,0.0,0.0,1,Clear skies,Clear skies,26-06-2018 05:00,2018-06-26,3983.72
0.0,289.95,0.0,0.0,1,Clear skies,Clear skies,26-06-2018 06:00,2018-06-26,7692.62
0.0,292.37,0.0,0.0,1,Clear skies,Clear skies,26-06-2018 08:00,2018-06-26,6965.92
0.0,295.5,0.0,0.0,1,Clear skies,Clear skies,26-06-2018 10:00,2018-06-26,6183.32
0.0,297.4,0.0,0.0,1,Airborne particles,Smoky air,26-06-2018 11:00,2018-06-26,6276.92
0.0,299.1,0.0,0.0,1,Clear skies,Clear skies,26-06-2018 13:00,2018-06-26,6033.82
0.0,300.03,0.0,0.0,1,Clear skies,Clear skies,26-06-2018 14:00,2018-06-26,7081.62
0.0,299.7,0.0,0.0,1,Clear skies,Clear skies,26-06-2018 15:00,2018-06-26,8009.82
0.0,300.04,0.0,0.0,40,Cloudy skies,Partly cloudy skies,26-06-2018 16:00,2018-06-26,8221.72
0.0,299.07,0.55,0.0,75,Rainfall,Soft rain,26-06-2018 17:00,2018-06-26,7340.32
0.0,296.63,0.55,0.0,40,Rainfall,Steady rain,26-06-2018 18:00,2018-06-26,6161.22
0.0,296.68,1.02,0.0,40,Rainfall,Steady rain,26-06-2018 19:00,2018-06-26,5119.92
0.0,294.89,0.0,0.0,90,Rainfall,Steady rain,26-06-2018 20:00,2018-06-26,4488.12
0.0,293.1,0.0,0.0,1,Stormy weather,Approaching thunderstorm,26-06-2018 21:00,2018-06-26,4902.82
0.0,291.76,0.0,0.0,2,Rainfall,Soft rain,26-06-2018 22:00,2018-06-26,4372.42
0.0,290.73,0.0,0.0,1,Clear skies,Clear skies,26-06-2018 23:00,2018-06-26,3154.32
0.0,290.24,0.0,0.0,1,Clear skies,Clear skies,27-06-2018 00:00,2018-06-27,2331.42
0.0,289.5,0.0,0.0,1,Clear skies,Clear skies,27-06-2018 01:00,2018-06-27,1508.52
0.0,288.75,0.0,0.0,1,Clear skies,Clear skies,27-06-2018 02:00,2018-06-27,1295.32
0.0,288.98,0.7,0.0,1,Rainfall,Soft rain,27-06-2018 03:00,2018-06-27,1015.82
0.0,288.44,0.0,0.0,2,Light fog,Fine fog,27-06-2018 04:00,2018-06-27,1087.32
0.0,287.26,0.0,0.0,1,Light fog,Fine fog,27-06-2018 05:00,2018-06-27,1531.92
0.0,287.62,0.0,0.0,1,Light fog,Fine fog,27-06-2018 06:00,2018-06-27,2207.92
0.0,289.43,0.0,0.0,1,Light fog,Fine fog,27-06-2018 07:00,2018-06-27,3081.52
0.0,292.38,0.0,0.0,1,Clear skies,Clear skies,27-06-2018 08:00,2018-06-27,3934.32
0.0,294.61,0.0,0.0,1,Clear skies,Clear skies,27-06-2018 09:00,2018-06-27,4950.92
0.0,296.51,0.0,0.0,1,Clear skies,Clear skies,27-06-2018 10:00,2018-06-27,5502.12
0.0,297.77,0.0,0.0,1,Clear skies,Clear skies,27-06-2018 11:00,2018-06-27,5593.12
0.0,299.85,0.0,0.0,1,Clear skies,Clear skies,27-06-2018 12:00,2018-06-27,6135.22
0.0,300.05,0.0,0.0,2,Clear skies,Clear skies,27-06-2018 13:00,2018-06-27,5820.62
0.0,301.06,0.0,0.0,1,Clear skies,Clear skies,27-06-2018 14:00,2018-06-27,5925.92
0.0,301.55,0.0,0.0,41,Cloudy skies,Partly cloudy skies,27-06-2018 15:00,2018-06-27,6000.02
0.0,301.66,0.0,0.0,1,Clear skies,Clear skies,27-06-2018 16:00,2018-06-27,5597.02
0.0,301.44,0.0,0.0,1,Clear skies,Clear skies,27-06-2018 17:00,2018-06-27,5681.52
0.0,299.79,0.0,0.0,1,Clear skies,Clear skies,27-06-2018 18:00,2018-06-27,5230.42
0.0,299.3,0.0,0.0,1,Clear skies,Clear skies,27-06-2018 19:00,2018-06-27,5092.62
0.0,298.33,0.0,0.0,1,Clear skies,Clear skies,27-06-2018 20:00,2018-06-27,4866.42
0.0,295.96,0.0,0.0,2,Clear skies,Clear skies,27-06-2018 22:00,2018-06-27,4779.32
0.0,294.12,2.86,0.0,75,Rainfall,Steady rain,27-06-2018 23:00,2018-06-27,3592.42
0.0,292.95,0.79,0.0,90,Rainfall,Steady rain,28-06-2018 00:00,2018-06-28,2310.62
0.0,292.22,1.49,0.0,90,Rainfall,Steady rain,28-06-2018 01:00,2018-06-28,1490.32
0.0,291.62,8.89,0.0,40,Rainfall,Intense rainfall,28-06-2018 02:00,2018-06-28,1240.72
0.0,291.04,0.0,0.0,90,Light rain,Light rain,28-06-2018 03:00,2018-06-28,878.02
0.0,291.21,0.342857143,0.0,90,Rainfall,Soft rain,28-06-2018 04:00,2018-06-28,857.22
0.0,291.26,0.922857143,0.0,90,Rainfall,Steady rain,28-06-2018 05:00,2018-06-28,1057.42
0.0,291.28,0.787142857,0.0,90,Rainfall,Soft rain,28-06-2018 06:00,2018-06-28,1522.82
0.0,292.05,0.0,0.0,90,Light rain,Mild drizzle,28-06-2018 07:00,2018-06-28,1915.42
0.0,292.64,0.0,0.0,90,Cloudy skies,Full cloud cover,28-06-2018 08:00,2018-06-28,2898.22
0.0,294.06,0.0,0.0,90,Cloudy skies,Full cloud cover,28-06-2018 09:00,2018-06-28,4369.82
0.0,295.37,0.0,0.0,40,Cloudy skies,Partly cloudy skies,28-06-2018 10:00,2018-06-28,5294.12
0.0,296.39,0.0,0.0,40,Cloudy skies,Partly cloudy skies,28-06-2018 11:00,2018-06-28,5377.32
0.0,297.59,0.0,0.0,1,Clear skies,Clear skies,28-06-2018 12:00,2018-06-28,5719.22
0.0,298.33,0.0,0.0,40,Cloudy skies,Partly cloudy skies,28-06-2018 13:00,2018-06-28,5923.32
0.0,299.64,0.0,0.0,75,Cloudy skies,Fragmented clouds,28-06-2018 14:00,2018-06-28,6362.72
0.0,299.38,1.27,0.0,41,Rainfall,Steady rain,28-06-2018 15:00,2018-06-28,6140.42
0.0,296.12,2.231428571,0.0,90,Rainfall,Intense rainfall,28-06-2018 16:00,2018-06-28,6033.82
0.0,293.78,11.69,0.0,90,Rainfall,Intense rainfall,28-06-2018 17:00,2018-06-28,5685.42
0.0,294.54,2.344285714,0.0,40,Rainfall,Steady rain,28-06-2018 18:00,2018-06-28,5121.22
0.0,294.5,0.0,0.0,75,Cloudy skies,Fragmented clouds,28-06-2018 19:00,2018-06-28,4867.72
0.0,294.75,0.0,0.0,75,Cloudy skies,Fragmented clouds,28-06-2018 20:00,2018-06-28,4286.62
0.0,293.73,0.0,0.0,0,Clear skies,Clear skies,28-06-2018 21:00,2018-06-28,3570.32
0.0,292.63,0.0,0.0,40,Cloudy skies,Partly cloudy skies,28-06-2018 22:00,2018-06-28,3054.22
0.0,292.25,0.0,0.0,41,Cloudy skies,Partly cloudy skies,28-06-2018 23:00,2018-06-28,2046.72
0.0,291.33,0.0,0.0,40,Light fog,Fine fog,29-06-2018 00:00,2018-06-29,1310.92
0.0,290.9,0.0,0.0,1,Light fog,Fine fog,29-06-2018 01:00,2018-06-29,944.32
0.0,290.59,0.0,0.0,1,Light fog,Fine fog,29-06-2018 02:00,2018-06-29,858.52
0.0,290.88,0.0,0.0,2,Light fog,Fine fog,29-06-2018 03:00,2018-06-29,854.62
0.0,290.44,0.0,0.0,2,Dense fog,Dense fog,29-06-2018 04:00,2018-06-29,1593.02
0.0,290.22,0.0,0.0,2,Dense fog,Dense fog,29-06-2018 05:00,2018-06-29,4074.72
0.0,290.97,0.0,0.0,1,Dense fog,Dense fog,29-06-2018 06:00,2018-06-29,7836.92
0.0,291.42,0.442857143,0.0,1,Rainfall,Soft rain,29-06-2018 07:00,2018-06-29,8078.72
0.0,293.13,0.3,0.0,1,Rainfall,Soft rain,29-06-2018 08:00,2018-06-29,7355.92
0.0,294.93,1.0,0.0,1,Rainfall,Soft rain,29-06-2018 09:00,2018-06-29,6455.02
0.0,297.3,0.0,0.0,2,Clear skies,Clear skies,29-06-2018 10:00,2018-06-29,6191.12
0.0,298.95,0.0,0.0,1,Clear skies,Clear skies,29-06-2018 11:00,2018-06-29,6340.62
0.0,300.25,0.0,0.0,1,Clear skies,Clear skies,29-06-2018 12:00,2018-06-29,6769.62
0.0,300.49,0.0,0.0,40,Cloudy skies,Partly cloudy skies,29-06-2018 13:00,2018-06-29,6920.42
0.0,300.8,0.0,0.0,1,Clear skies,Clear skies,29-06-2018 14:00,2018-06-29,7842.12
0.0,300.3,0.0,0.0,1,Clear skies,Clear skies,29-06-2018 15:00,2018-06-29,8054.02
0.0,299.74,0.0,0.0,1,Rainfall,Soft rain,29-06-2018 16:00,2018-06-29,8871.72
0.0,299.32,0.0,0.0,1,Airborne particles,Smoky air,29-06-2018 18:00,2018-06-29,6371.82
0.0,296.5,9.414285714,0.0,1,Rainfall,Intense rainfall,29-06-2018 19:00,2018-06-29,4580.42
0.0,293.95,1.341428571,0.0,76,Rainfall,Steady rain,29-06-2018 20:00,2018-06-29,3712.02
0.0,292.39,3.242857143,0.0,2,Rainfall,Steady rain,29-06-2018 21:00,2018-06-29,3349.32
0.0,291.6,0.0,0.0,1,Light fog,Fine fog,29-06-2018 22:00,2018-06-29,2610.92
0.0,291.47,0.321428571,0.0,1,Rainfall,Soft rain,29-06-2018 23:00,2018-06-29,1855.62
0.0,290.79,0.0,0.0,40,Light fog,Fine fog,30-06-2018 00:00,2018-06-30,1300.52
0.0,290.5,0.0,0.0,41,Light fog,Fine fog,30-06-2018 02:00,2018-06-30,845.52
0.0,290.61,0.0,0.0,1,Light fog,Fine fog,30-06-2018 03:00,2018-06-30,969.02
0.0,290.11,0.25,0.0,1,Rainfall,Soft rain,30-06-2018 04:00,2018-06-30,1613.82
0.0,290.16,0.0,0.0,1,Airborne particles,Smoky air,30-06-2018 05:00,2018-06-30,4256.72
0.0,289.97,0.0,0.0,1,Light fog,Fine fog,30-06-2018 06:00,2018-06-30,8038.42
0.0,290.01,0.385714286,0.0,1,Rainfall,Soft rain,30-06-2018 07:00,2018-06-30,8304.92
0.0,291.13,0.0,0.0,1,Light fog,Fine fog,30-06-2018 08:00,2018-06-30,7385.82
0.0,292.26,0.0,0.0,40,Airborne particles,Smoky air,30-06-2018 09:00,2018-06-30,6068.92
0.0,293.58,0.0,0.0,76,Airborne particles,Smoky air,30-06-2018 10:00,2018-06-30,5996.12
0.0,295.18,0.0,0.0,40,Cloudy skies,Partly cloudy skies,30-06-2018 11:00,2018-06-30,6245.72
0.0,296.18,0.0,0.0,76,Cloudy skies,Fragmented clouds,30-06-2018 12:00,2018-06-30,6356.22
0.0,296.02,0.0,0.0,1,Clear skies,Clear skies,30-06-2018 13:00,2018-06-30,6288.62
0.0,296.83,0.0,0.0,1,Clear skies,Clear skies,30-06-2018 14:00,2018-06-30,7192.12
0.0,297.18,0.0,0.0,1,Clear skies,Clear skies,30-06-2018 15:00,2018-06-30,7514.52
0.0,297.42,0.0,0.0,1,Clear skies,Clear skies,30-06-2018 16:00,2018-06-30,8722.22
0.0,297.35,0.0,0.0,1,Clear skies,Clear skies,30-06-2018 17:00,2018-06-30,8364.72
0.0,291.65,0.0,0.0,1,Clear skies,Clear skies,30-06-2018 22:00,2018-06-30,3056.82
0.0,291.4,0.0,0.0,1,Clear skies,Clear skies,30-06-2018 23:00,2018-06-30,2050.62
0.0,289.7,0.0,0.0,1,Clear skies,Clear skies,01-07-2018 0:00,2018-07-01,1382.42
0.0,290.1,0.0,0.0,1,Clear skies,Clear skies,01-07-2018 1:00,2018-07-01,1002.82
0.0,289.99,0.0,0.0,1,Clear skies,Clear skies,01-07-2018 2:00,2018-07-01,874.12
0.0,289.54,0.4,0.0,2,Rainfall,Soft rain,01-07-2018 3:00,2018-07-01,889.72
0.0,289.07,0.0,0.0,1,Clear skies,Clear skies,01-07-2018 4:00,2018-07-01,1641.12
0.0,288.27,0.0,0.0,1,Clear skies,Clear skies,01-07-2018 5:00,2018-07-01,4177.42
0.0,287.58,0.0,0.0,1,Clear skies,Clear skies,01-07-2018 6:00,2018-07-01,7892.82
0.0,288.18,0.0,0.0,75,Cloudy skies,Fragmented clouds,01-07-2018 7:00,2018-07-01,8567.52
0.0,289.08,0.0,0.0,40,Cloudy skies,Partly cloudy skies,01-07-2018 9:00,2018-07-01,6154.72
0.0,289.94,0.0,0.0,40,Cloudy skies,Partly cloudy skies,01-07-2018 10:00,2018-07-01,5980.52
0.0,289.54,0.0,0.0,75,Cloudy skies,Fragmented clouds,01-07-2018 11:00,2018-07-01,6236.62
0.0,291.23,0.0,0.0,1,Clear skies,Clear skies,01-07-2018 12:00,2018-07-01,6435.52
0.0,292.87,0.0,0.0,2,Clear skies,Clear skies,01-07-2018 13:00,2018-07-01,6219.72
0.0,294.61,0.0,0.0,1,Clear skies,Clear skies,01-07-2018 14:00,2018-07-01,6919.12
0.0,294.95,0.0,0.0,1,Clear skies,Clear skies,01-07-2018 15:00,2018-07-01,7730.32
0.0,296.07,0.0,0.0,1,Clear skies,Clear skies,01-07-2018 16:00,2018-07-01,8501.22
0.0,296.06,0.0,0.0,2,Clear skies,Clear skies,01-07-2018 17:00,2018-07-01,8190.52
0.0,295.27,0.0,0.0,2,Clear skies,Clear skies,01-07-2018 18:00,2018-07-01,6405.62
0.0,295.76,0.0,0.0,1,Clear skies,Clear skies,01-07-2018 19:00,2018-07-01,5171.92
0.0,294.26,0.0,0.0,1,Clear skies,Clear skies,01-07-2018 20:00,2018-07-01,4514.12
0.0,291.79,0.0,0.0,1,Clear skies,Clear skies,01-07-2018 21:00,2018-07-01,4053.92
0.0,290.27,0.0,0.0,2,Clear skies,Clear skies,01-07-2018 22:00,2018-07-01,3489.72
0.0,288.5,0.0,0.0,1,Clear skies,Clear skies,01-07-2018 23:00,2018-07-01,4095.52
0.0,287.86,0.0,0.0,1,Clear skies,Clear skies,02-07-2018 0:00,2018-07-02,2068.82
0.0,287.17,0.0,0.0,1,Clear skies,Clear skies,02-07-2018 1:00,2018-07-02,1164.02
0.0,286.32,0.0,0.0,1,Clear skies,Clear skies,02-07-2018 2:00,2018-07-02,904.02
0.0,285.73,0.0,0.0,1,Clear skies,Clear skies,02-07-2018 3:00,2018-07-02,883.22
0.0,285.96,0.0,0.0,1,Light fog,Fine fog,02-07-2018 4:00,2018-07-02,1465.62
0.0,285.73,0.0,0.0,1,Light fog,Fine fog,02-07-2018 5:00,2018-07-02,3935.62
0.0,285.42,0.0,0.0,1,Light fog,Fine fog,02-07-2018 6:00,2018-07-02,7439.12
0.0,287.34,0.0,0.0,1,Clear skies,Clear skies,02-07-2018 7:00,2018-07-02,8134.62
0.0,289.71,0.0,0.0,1,Clear skies,Clear skies,02-07-2018 8:00,2018-07-02,6907.42
0.0,289.79,0.0,0.0,2,Clear skies,Clear skies,02-07-2018 9:00,2018-07-02,6170.32
0.0,294.13,0.0,0.0,1,Clear skies,Clear skies,02-07-2018 10:00,2018-07-02,5958.42
0.0,295.1,0.0,0.0,1,Clear skies,Clear skies,02-07-2018 11:00,2018-07-02,6681.22
0.0,295.7,0.0,0.0,1,Clear skies,Clear skies,02-07-2018 12:00,2018-07-02,7249.32
0.0,296.78,0.0,0.0,41,Cloudy skies,Partly cloudy skies,02-07-2018 13:00,2018-07-02,7184.32
0.0,297.37,0.0,0.0,40,Cloudy skies,Partly cloudy skies,02-07-2018 14:00,2018-07-02,7701.72
0.0,298.29,0.0,0.0,40,Cloudy skies,Partly cloudy skies,02-07-2018 15:00,2018-07-02,7842.12
0.0,298.19,0.0,0.0,2,Clear skies,Clear skies,02-07-2018 16:00,2018-07-02,7918.82
0.0,297.84,0.0,0.0,1,Clear skies,Clear skies,02-07-2018 17:00,2018-07-02,6886.62
0.0,297.76,0.0,0.0,1,Clear skies,Clear skies,02-07-2018 18:00,2018-07-02,5582.72
0.0,296.64,0.0,0.0,1,Clear skies,Clear skies,02-07-2018 19:00,2018-07-02,5015.92
0.0,295.68,0.0,0.0,1,Clear skies,Clear skies,02-07-2018 20:00,2018-07-02,4295.72
0.0,293.52,0.0,0.0,1,Clear skies,Clear skies,02-07-2018 21:00,2018-07-02,4324.32
0.0,291.76,0.0,0.0,2,Clear skies,Clear skies,02-07-2018 22:00,2018-07-02,3712.02
0.0,291.27,0.0,0.0,1,Clear skies,Clear skies,02-07-2018 23:00,2018-07-02,2584.92
1.0,289.9,0.0,0.0,1,Clear skies,Clear skies,03-07-2018 0:00,2018-07-03,1676.22
1.0,288.44,0.0,0.0,1,Clear skies,Clear skies,03-07-2018 1:00,2018-07-03,1219.92
1.0,288.4,0.0,0.0,1,Light fog,Fine fog,03-07-2018 2:00,2018-07-03,1011.92
1.0,287.53,0.0,0.0,1,Light fog,Fine fog,03-07-2018 3:00,2018-07-03,891.02
1.0,287.11,0.0,0.0,1,Clear skies,Clear skies,03-07-2018 4:00,2018-07-03,1026.22
1.0,286.95,0.0,0.0,1,Clear skies,Clear skies,03-07-2018 5:00,2018-07-03,1672.32
1.0,286.0,0.0,0.0,1,Light fog,Fine fog,03-07-2018 6:00,2018-07-03,2948.92
1.0,288.32,0.0,0.0,1,Clear skies,Clear skies,03-07-2018 7:00,2018-07-03,3504.02
1.0,288.75,0.0,0.0,1,Clear skies,Clear skies,03-07-2018 8:00,2018-07-03,3709.42
1.0,292.81,0.0,0.0,1,Clear skies,Clear skies,03-07-2018 9:00,2018-07-03,4620.72
1.0,294.28,0.0,0.0,2,Clear skies,Clear skies,03-07-2018 10:00,2018-07-03,5264.22
1.0,295.96,0.0,0.0,2,Clear skies,Clear skies,03-07-2018 11:00,2018-07-03,5675.02
1.0,297.39,0.0,0.0,1,Clear skies,Clear skies,03-07-2018 12:00,2018-07-03,5977.92
1.0,298.27,0.0,0.0,1,Clear skies,Clear skies,03-07-2018 13:00,2018-07-03,6118.32
1.0,298.88,0.0,0.0,2,Clear skies,Clear skies,03-07-2018 14:00,2018-07-03,5975.32
1.0,299.92,0.0,0.0,1,Clear skies,Clear skies,03-07-2018 15:00,2018-07-03,6065.02
1.0,299.57,0.0,0.0,1,Clear skies,Clear skies,03-07-2018 16:00,2018-07-03,5998.72
1.0,299.75,0.0,0.0,1,Clear skies,Clear skies,03-07-2018 17:00,2018-07-03,5004.22
1.0,298.73,0.0,0.0,1,Airborne particles,Smoky air,03-07-2018 18:00,2018-07-03,5320.12
1.0,298.64,0.0,0.0,2,Airborne particles,Smoky air,03-07-2018 19:00,2018-07-03,4666.22
1.0,297.42,0.0,0.0,1,Clear skies,Clear skies,03-07-2018 20:00,2018-07-03,4012.32
1.0,295.98,0.0,0.0,1,Light fog,Fine fog,03-07-2018 21:00,2018-07-03,3985.02
1.0,294.43,0.0,0.0,1,Light fog,Fine fog,03-07-2018 22:00,2018-07-03,4446.52
1.0,293.79,0.0,0.0,2,Light fog,Fine fog,03-07-2018 23:00,2018-07-03,3090.62
0.0,291.86,0.0,0.0,1,Dense fog,Dense fog,04-07-2018 0:00,2018-07-04,2384.72
0.0,290.98,0.0,0.0,1,Airborne particles,Smoky air,04-07-2018 1:00,2018-07-04,1534.52
0.0,291.3,0.0,0.0,1,Airborne particles,Smoky air,04-07-2018 2:00,2018-07-04,1382.42
0.0,290.99,0.0,0.0,2,Airborne particles,Smoky air,04-07-2018 3:00,2018-07-04,874.12
0.0,290.5,0.0,0.0,1,Airborne particles,Smoky air,04-07-2018 4:00,2018-07-04,926.12
0.0,290.13,0.0,0.0,1,Airborne particles,Smoky air,04-07-2018 5:00,2018-07-04,1385.02
0.0,289.29,0.0,0.0,1,Light fog,Fine fog,04-07-2018 6:00,2018-07-04,1685.32
0.0,290.9,0.0,0.0,1,Airborne particles,Smoky air,04-07-2018 7:00,2018-07-04,2249.52
0.0,292.6,0.0,0.0,1,Airborne particles,Smoky air,04-07-2018 8:00,2018-07-04,2523.82
0.0,294.85,0.0,0.0,2,Airborne particles,Smoky air,04-07-2018 9:00,2018-07-04,3440.32
0.0,297.41,0.0,0.0,1,Airborne particles,Smoky air,04-07-2018 10:00,2018-07-04,4029.22
0.0,298.94,0.0,0.0,2,Airborne particles,Smoky air,04-07-2018 11:00,2018-07-04,4337.32
0.0,299.6,0.0,0.0,1,Airborne particles,Smoky air,04-07-2018 12:00,2018-07-04,4521.92
0.0,300.68,0.0,0.0,40,Airborne particles,Smoky air,04-07-2018 13:00,2018-07-04,4670.12
0.0,301.5,0.0,0.0,40,Airborne particles,Smoky air,04-07-2018 14:00,2018-07-04,4585.62
0.0,302.43,0.0,0.0,40,Airborne particles,Smoky air,04-07-2018 15:00,2018-07-04,4434.82
0.0,302.12,0.0,0.0,75,Airborne particles,Smoky air,04-07-2018 16:00,2018-07-04,4064.32
0.0,302.29,0.0,0.0,40,Airborne particles,Smoky air,04-07-2018 17:00,2018-07-04,4074.72
0.0,301.14,0.0,0.0,2,Airborne particles,Smoky air,04-07-2018 18:00,2018-07-04,4048.72
0.0,300.46,0.0,0.0,1,Airborne particles,Smoky air,04-07-2018 19:00,2018-07-04,3826.42
0.0,298.84,0.0,0.0,2,Airborne particles,Smoky air,04-07-2018 20:00,2018-07-04,3799.12
0.0,298.92,0.0,0.0,2,Airborne particles,Smoky air,04-07-2018 21:00,2018-07-04,3634.02
0.0,296.27,0.0,0.0,1,Airborne particles,Smoky air,04-07-2018 22:00,2018-07-04,3624.92
0.0,295.14,0.0,0.0,1,Airborne particles,Smoky air,04-07-2018 23:00,2018-07-04,4969.12
0.0,294.68,0.0,0.0,1,Airborne particles,Smoky air,05-07-2018 0:00,2018-07-05,2644.72
0.0,294.32,0.0,0.0,1,Light fog,Fine fog,05-07-2018 1:00,2018-07-05,1518.92
0.0,293.53,0.0,0.0,1,Clear skies,Clear skies,05-07-2018 2:00,2018-07-05,1278.42
0.0,293.0,0.385714286,0.0,2,Rainfall,Soft rain,05-07-2018 3:00,2018-07-05,866.32
0.0,291.76,0.0,0.0,2,Clear skies,Clear skies,05-07-2018 4:00,2018-07-05,809.12
0.0,291.81,0.0,0.0,2,Clear skies,Clear skies,05-07-2018 5:00,2018-07-05,1015.82
0.0,291.19,0.0,0.0,1,Clear skies,Clear skies,05-07-2018 6:00,2018-07-05,1460.42
0.0,293.02,0.0,0.0,1,Clear skies,Clear skies,05-07-2018 7:00,2018-07-05,1853.02
0.0,293.92,0.0,0.0,41,Cloudy skies,Partly cloudy skies,05-07-2018 8:00,2018-07-05,2354.82
0.0,296.17,0.0,0.0,40,Cloudy skies,Partly cloudy skies,05-07-2018 9:00,2018-07-05,3362.32
0.0,297.67,0.0,0.0,1,Clear skies,Clear skies,05-07-2018 10:00,2018-07-05,3952.52
0.0,297.68,0.0,0.0,2,Clear skies,Clear skies,05-07-2018 11:00,2018-07-05,4710.42
0.0,298.51,0.0,0.0,1,Clear skies,Clear skies,05-07-2018 12:00,2018-07-05,5467.02
